LotArea,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod,BsmtFinSF,TotalBsmtSF,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,YrSold,SalePrice
9771,SawyerW,Norm,1Fam,2Story,6,5,1995,2002,779,1077,GasA,Y,2,1,4,1,9,1,BuiltIn,Fin,2,614,2008,260000
9938,SawyerW,Norm,1Fam,1Story,7,5,1994,1994,1271,1602,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,534,2008,226500
14171,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,355,812,GasA,Y,2,1,4,1,9,1,Attchd,RFn,2,453,2008,225000
10541,SawyerW,Norm,1Fam,SLvl,7,5,1996,1996,0,672,GasA,Y,2,1,3,1,8,1,Attchd,Fin,2,472,2008,229000
10616,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,0,628,GasA,Y,2,1,3,1,6,1,BuiltIn,Fin,2,484,2008,177439
9345,CollgCr,Norm,1Fam,1Story,8,5,2007,2007,0,1615,GasA,Y,2,0,3,1,7,1,Attchd,RFn,3,864,2008,248500
11778,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,2085,2271,GasA,Y,2,0,3,1,7,2,Attchd,RFn,3,1348,2008,475000
11778,CollgCr,PosN,1Fam,1Story,9,5,2008,2008,1153,1751,GasA,Y,2,1,3,1,8,2,Attchd,Fin,3,874,2008,395039
11228,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,50,1080,GasA,Y,2,1,3,1,9,1,Attchd,Unf,3,678,2008,228000
11454,SawyerW,Norm,1Fam,SLvl,8,5,1995,1995,770,1401,GasA,Y,2,0,3,1,6,1,Attchd,Fin,3,811,2008,225000
11500,ClearCr,Norm,1Fam,1Story,6,6,1966,1966,262,1182,GasA,Y,2,0,2,1,6,1,Attchd,Unf,2,438,2008,195000
12798,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,462,616,GasA,Y,2,1,4,1,8,0,Attchd,RFn,2,603,2008,200000
9750,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,722,990,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,528,2008,155000
9525,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,0,1099,GasA,Y,1,1,3,1,6,0,Attchd,Unf,1,352,2008,144000
9245,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,686,990,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,672,2008,145000
8696,CollgCr,Norm,1Fam,1Story,7,5,1997,1998,1308,1418,GasA,Y,2,0,3,1,5,1,Attchd,RFn,2,558,2008,226001
13142,CollgCr,PosN,1Fam,2Story,6,5,1997,1997,688,864,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,600,2008,215700
8998,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,527,782,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,532,2008,207500
9179,CollgCr,Norm,1Fam,2Story,7,5,1999,1999,633,873,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,588,2008,193000
8924,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,0,880,GasA,Y,2,1,3,1,8,0,Attchd,Fin,2,527,2008,188000
9382,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,0,1468,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,577,2008,191000
12803,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,922,1494,GasA,Y,2,0,3,1,6,1,Attchd,RFn,2,530,2008,221000
12435,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,361,963,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,564,2008,231500
12192,CollgCr,Norm,1Fam,2Story,7,5,2000,2001,663,928,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,626,2008,235000
11250,CollgCr,Norm,1Fam,2Story,7,5,2001,2002,486,920,GasA,Y,2,1,3,1,6,1,Attchd,RFn,2,608,2008,223500
9200,CollgCr,Norm,1Fam,1Story,5,6,1975,1980,280,938,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,308,2008,130250
8385,CollgCr,Norm,1Fam,SLvl,5,8,1977,1977,595,985,GasA,Y,2,0,3,1,6,0,Attchd,Unf,1,328,2008,149900
12250,CollgCr,Norm,1Fam,1Story,5,6,1978,1978,781,864,GasA,Y,1,0,3,1,5,0,Attchd,Unf,2,528,2008,158000
10970,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,505,940,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,576,2008,147000
9216,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,294,1076,GasA,Y,1,1,3,1,5,1,Detchd,Unf,2,576,2008,143195
14330,CollgCr,Norm,1Fam,1Story,5,6,1975,2001,88,864,GasA,Y,2,0,2,1,5,0,Attchd,Fin,2,440,2008,163000
7990,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,0,924,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,280,2008,110000
7180,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,390,864,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,352,2008,127000
7200,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,632,780,GasA,Y,1,0,2,1,4,0,Detchd,Unf,1,352,2008,124900
9742,CollgCr,Norm,1Fam,1Story,8,5,2002,2002,0,1777,GasA,Y,2,0,3,1,7,1,Attchd,RFn,2,534,2008,230000
9473,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,804,1128,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,577,2008,237000
10316,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,735,992,GasA,Y,2,1,3,1,7,1,Attchd,RFn,3,839,2008,235000
10400,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,0,1257,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,570,2008,230500
9066,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,668,1004,GasA,Y,2,1,3,1,7,2,Attchd,Fin,3,660,2008,230000
11404,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,252,1153,GasA,Y,2,1,3,1,8,1,Attchd,Fin,2,541,2008,222500
9240,CollgCr,Norm,1Fam,2Story,8,5,2001,2002,0,1055,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,2,905,2008,287000
9720,CollgCr,Norm,1Fam,2Story,9,5,2001,2002,1194,1357,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,3,725,2008,274000
14860,CollgCr,Norm,1Fam,1Story,8,5,2002,2003,1538,1778,GasA,Y,2,0,3,1,6,1,Attchd,RFn,3,715,2008,300000
11250,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,0,1128,GasA,Y,2,1,4,1,9,1,Attchd,Unf,2,779,2008,255900
8158,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,550,884,GasA,Y,2,1,3,1,8,0,Attchd,RFn,2,543,2008,224900
10905,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,0,1129,GasA,Y,2,1,4,1,9,1,BuiltIn,RFn,2,596,2008,240000
7226,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,0,798,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,595,2008,183000
11690,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,0,850,GasA,Y,2,1,3,1,7,1,Attchd,Unf,2,560,2008,207000
8750,CollgCr,Norm,1Fam,2Story,7,5,1994,1995,642,915,GasA,Y,2,1,4,1,8,1,Attchd,Unf,2,493,2008,210000
4435,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,686,848,GasA,Y,1,0,1,1,3,0,Attchd,Fin,2,420,2008,136500
4426,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,662,848,GasA,Y,1,0,1,1,3,0,Attchd,RFn,2,420,2008,145000
13125,CollgCr,Norm,1Fam,1Story,6,5,1997,1998,994,1478,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,508,2008,208900
10126,CollgCr,Norm,Duplex,SFoyer,6,5,1997,1998,1593,1838,GasA,Y,2,0,2,2,8,0,Attchd,Unf,3,721,2008,185000
9135,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,810,1536,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,532,2008,214000
8450,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,706,856,GasA,Y,2,1,3,1,8,0,Attchd,RFn,2,548,2008,208500
9750,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,24,1445,GasA,Y,2,0,3,1,6,0,Attchd,Unf,2,470,2008,186500
8450,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,946,1436,GasA,Y,2,0,3,1,8,0,Attchd,Unf,2,484,2008,210000
8320,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,490,770,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,520,2008,185900
11049,CollgCr,Norm,1Fam,1Story,8,5,2007,2007,0,1234,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,484,2008,179900
11058,CollgCr,Norm,1Fam,1Story,7,6,2007,2007,56,1564,GasA,Y,2,0,3,1,6,0,Attchd,RFn,3,814,2008,218836
9627,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,24,1351,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,610,2008,193000
8199,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,648,728,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,410,2008,189000
4426,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,697,848,GasA,Y,1,0,1,1,3,1,Attchd,RFn,2,420,2008,149300
4426,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,697,848,GasA,Y,1,0,1,1,3,1,Attchd,RFn,2,420,2008,141000
4438,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,662,848,GasA,Y,1,0,1,1,3,1,Attchd,RFn,2,420,2008,149000
4438,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,662,848,GasA,Y,1,0,1,1,4,1,Attchd,Fin,2,420,2008,144500
8777,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,0,796,GasA,Y,1,0,2,1,4,0,NA,NA,0,0,2008,85000
8777,Edwards,Feedr,Duplex,1.5Fin,5,7,1900,2003,1084,1272,GasA,Y,2,2,4,2,9,0,NA,NA,0,0,2008,145900
9825,Edwards,Norm,1Fam,1Story,5,5,1966,1966,609,1092,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,264,2008,123000
9937,Edwards,Norm,1Fam,1Story,5,6,1965,1965,830,1256,GasA,Y,1,1,3,1,6,0,Attchd,Fin,1,276,2008,147500
12102,Edwards,Norm,1Fam,SFoyer,5,5,1976,1976,456,456,GasA,Y,1,0,3,1,6,0,BuiltIn,RFn,2,504,2008,165000
6500,Edwards,Norm,1Fam,1Story,6,6,1976,1976,1033,1127,GasA,Y,1,1,3,1,6,1,Detchd,Unf,2,480,2008,135000
13907,Edwards,Norm,1Fam,1Story,5,6,1940,1969,290,996,GasA,Y,1,0,3,1,6,1,NA,NA,0,0,2008,108000
10012,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,920,1138,GasA,Y,2,0,3,1,6,0,Detchd,RFn,2,588,2008,137500
6931,Edwards,Norm,1Fam,2Story,7,5,2003,2004,0,746,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,2,397,2008,165400
9638,Edwards,Norm,1Fam,SLvl,6,6,1977,1977,368,1029,GasA,Y,1,0,3,1,6,1,Attchd,RFn,2,542,2008,147000
7200,Edwards,Norm,1Fam,2Story,6,7,1976,2001,288,684,GasA,Y,1,1,3,1,6,1,Attchd,Fin,2,440,2008,160500
7024,Edwards,Norm,1Fam,1Story,4,5,2005,2005,1024,1132,GasA,Y,1,1,2,1,5,0,Attchd,Fin,2,451,2008,176000
47007,Edwards,Norm,1Fam,1Story,5,7,1959,1996,0,0,GasA,Y,3,1,5,1,11,2,Attchd,Unf,2,624,2008,284700
63887,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,5644,6110,GasA,Y,2,1,3,1,12,3,Attchd,Fin,2,1418,2008,160000
3675,Edwards,Norm,TwnhsE,SLvl,6,5,2005,2005,459,547,GasA,Y,1,0,2,1,5,0,Basment,RFn,2,525,2008,148000
6040,Edwards,Norm,Duplex,1Story,4,5,1955,1955,0,0,GasA,N,2,0,2,2,6,0,NA,NA,0,0,2008,82000
6012,Edwards,Norm,Duplex,1Story,4,5,1955,1955,0,0,GasA,N,2,0,2,2,6,0,NA,NA,0,0,2008,82000
12108,Edwards,Norm,Duplex,1Story,4,4,1955,1955,133,1440,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2008,118000
6845,Edwards,Norm,Duplex,1Story,4,5,1955,1955,0,0,GasA,N,2,0,2,2,6,0,NA,NA,0,0,2008,82500
6931,Edwards,Norm,2fmCon,1Story,4,5,1955,1955,784,784,GasA,N,1,0,2,1,4,0,NA,NA,0,0,2008,91900
12180,Edwards,Norm,1Fam,1.5Fin,5,7,1938,2007,0,585,GasA,Y,1,1,2,1,5,0,NA,NA,0,0,2008,120000
8050,Edwards,Norm,1Fam,1.5Fin,5,8,1947,1993,0,0,GasA,Y,1,1,4,1,8,0,NA,NA,0,0,2008,96000
9520,Edwards,Norm,1Fam,1Story,4,5,1953,1953,767,911,GasA,Y,1,0,2,1,5,0,Attchd,RFn,1,286,2008,99000
11767,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,352,768,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,240,2008,130500
8172,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,0,941,GasA,Y,2,0,4,1,7,0,Detchd,Unf,1,548,2008,135000
16466,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,0,816,GasA,Y,1,1,3,1,8,0,Attchd,Unf,1,300,2008,135500
7692,Edwards,Norm,1Fam,SLvl,4,6,1954,1954,0,416,GasA,Y,1,0,3,1,6,0,Basment,Unf,1,312,2008,100000
5142,Edwards,Norm,1Fam,1.5Fin,4,7,1923,2008,224,949,GasA,Y,1,1,3,1,6,0,Detchd,Unf,1,205,2008,108000
5604,Edwards,Norm,1Fam,1Story,5,6,1925,1950,468,864,GasA,N,1,0,2,1,5,0,NA,NA,0,0,2008,98000
8248,Edwards,Norm,1Fam,1Story,3,3,1914,1950,41,864,GasA,N,1,0,2,1,5,0,NA,NA,0,0,2008,67000
5687,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,210,780,GasA,N,2,0,6,1,9,0,NA,NA,0,0,2008,135900
12155,SWISU,Norm,1Fam,2Story,6,8,1925,1950,156,672,GasA,N,2,0,4,1,7,0,Detchd,Unf,1,400,2008,140000
8400,SWISU,Norm,1Fam,2.5Fin,5,8,1939,1997,378,720,GasA,Y,2,1,4,1,8,1,Detchd,Unf,1,240,2008,179500
8400,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,423,1181,GasA,Y,2,0,4,1,7,1,Detchd,Unf,2,576,2008,136500
7290,SWISU,Norm,1Fam,1Story,7,8,1921,1950,0,1228,GasA,Y,2,0,2,1,7,1,Attchd,Unf,1,312,2008,168000
8525,SWISU,Norm,1Fam,2Story,5,6,1911,1950,0,940,GasA,N,1,1,4,1,7,0,NA,NA,0,0,2008,130000
9842,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,0,612,GasA,Y,3,1,4,1,8,0,BuiltIn,RFn,2,621,2008,189000
7804,SWISU,Norm,Duplex,2.5Unf,6,7,1930,1950,281,960,GasA,Y,2,2,4,2,10,2,Detchd,Unf,2,480,2008,161900
8969,Crawfor,Norm,1Fam,2Story,6,6,1926,1950,379,644,GasA,Y,1,0,2,1,6,1,Detchd,Unf,1,369,2008,145000
11526,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,0,588,GasA,Y,2,0,3,1,11,1,Detchd,Fin,2,672,2008,191000
15576,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,0,840,GasA,Y,2,0,4,1,8,0,Attchd,Unf,1,308,2008,177000
15564,Crawfor,Norm,1Fam,1.5Fin,6,6,1914,1995,0,676,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,400,2008,147500
6292,SWISU,Norm,1Fam,1Story,6,5,1930,1950,384,768,GasA,N,1,0,2,1,4,0,Detchd,Unf,1,160,2008,91000
7609,Crawfor,Norm,1Fam,2Story,8,9,1925,1997,406,798,GasA,Y,2,0,3,1,7,1,Detchd,Unf,1,180,2008,231000
10480,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,0,1064,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,240,2008,115000
9650,Crawfor,Norm,1Fam,2Story,6,3,1923,1950,0,784,GasA,Y,1,0,4,1,7,1,Attchd,Unf,2,599,2008,138000
7200,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,0,776,GasA,Y,1,1,3,1,6,1,Attchd,RFn,1,270,2008,149000
11988,Crawfor,Norm,1Fam,2Story,6,7,1934,1995,326,715,GasA,Y,1,1,3,1,6,1,Detchd,Unf,1,240,2008,188700
11700,Crawfor,Norm,1Fam,1.5Fin,5,6,1937,1995,606,942,GasA,Y,2,0,4,1,7,1,Detchd,Unf,1,240,2008,198000
9260,Crawfor,Feedr,1Fam,1.5Fin,5,4,1938,1950,0,884,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,225,2008,110000
7801,Crawfor,Feedr,1Fam,1Story,6,5,1951,1951,500,1091,GasA,N,1,0,2,1,5,1,Attchd,Fin,1,344,2008,104000
9670,Crawfor,Norm,1Fam,2Story,8,6,1935,1950,210,608,GasA,Y,1,1,4,1,9,2,Detchd,Fin,2,786,2008,257076
14100,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,192,728,GasA,Y,3,1,4,1,11,2,BuiltIn,Unf,3,1014,2008,381000
15660,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,341,798,GasA,Y,1,1,3,1,8,2,Attchd,Unf,2,431,2008,311500
12392,Crawfor,Norm,1Fam,1.5Fin,7,9,1950,2000,435,832,GasA,Y,2,1,3,1,8,2,Attchd,Fin,2,506,2008,263400
26073,Crawfor,Norm,1Fam,1Story,5,5,1956,1956,1116,1898,GasA,Y,2,1,3,1,7,2,Attchd,Unf,2,484,2008,236500
14778,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,728,1296,GasA,Y,1,0,3,1,7,1,Detchd,Unf,2,924,2008,224000
1879,Blueste,Norm,Twnhs,2Story,6,6,1980,1980,366,516,GasA,Y,1,0,2,1,5,1,Detchd,Unf,2,462,2008,116500
1950,Blueste,Norm,Twnhs,2Story,6,6,1980,1980,81,716,GasA,Y,2,1,3,1,6,1,Attchd,Fin,2,452,2008,151000
7000,IDOTRR,Norm,1Fam,1Story,6,8,1926,1998,299,894,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,195,2008,126000
6000,IDOTRR,Norm,1Fam,1.5Fin,6,8,1940,2006,0,720,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,240,2008,120000
3636,IDOTRR,Norm,1Fam,1Story,4,4,1922,1950,0,796,GasA,N,1,0,2,1,5,0,NA,NA,0,0,2008,55000
5890,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,538,816,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,432,2008,120500
6900,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,403,740,GasA,Y,1,0,2,1,4,1,Detchd,Fin,1,924,2008,120500
8155,IDOTRR,Norm,1Fam,1.5Fin,5,7,1930,1950,0,780,GasA,Y,1,0,4,1,7,0,NA,NA,0,0,2008,119000
6000,IDOTRR,Norm,1Fam,SLvl,5,5,1967,1967,257,624,GasA,Y,1,1,3,1,7,1,Attchd,Unf,1,288,2008,126000
7392,IDOTRR,Norm,1Fam,1Story,5,7,1930,1995,0,520,GasA,Y,1,0,2,1,5,0,Detchd,RFn,1,360,2008,99500
9000,IDOTRR,Norm,1Fam,1.5Fin,5,5,1958,1958,330,1151,GasA,Y,2,0,4,1,7,0,Attchd,Fin,1,356,2008,165500
14584,IDOTRR,Norm,1Fam,1Story,1,5,1952,1952,0,0,Wall,N,1,0,2,1,4,0,Attchd,Unf,2,487,2008,13100
5280,IDOTRR,Feedr,1Fam,2Story,4,7,1895,1950,0,173,GasA,N,1,0,2,1,6,0,Detchd,Unf,1,185,2008,89000
8500,IDOTRR,Feedr,1Fam,2Story,4,4,1920,1950,0,649,GasA,N,1,0,3,1,6,0,Detchd,Unf,1,250,2008,40000
5150,IDOTRR,Feedr,1Fam,1.5Fin,4,7,1910,2000,0,356,GasA,N,1,0,2,1,5,0,Detchd,Unf,1,195,2008,80900
18000,IDOTRR,Norm,1Fam,1Story,3,4,1935,1950,0,894,GasA,Y,1,0,2,1,6,0,Detchd,RFn,3,1248,2008,81000
9000,IDOTRR,Norm,1Fam,2Story,4,6,1920,1950,0,592,GasA,Y,1,1,3,1,5,0,Detchd,Unf,1,216,2008,65000
5587,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,1480,1600,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,482,2008,392500
3843,Crawfor,Norm,TwnhsE,1Story,8,5,2007,2008,1476,1596,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,525,2008,294464
3811,Crawfor,Norm,TwnhsE,1Story,7,5,2004,2005,1474,1594,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,482,2008,250000
3842,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,1373,1594,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,482,2008,275000
23730,Mitchel,Norm,1Fam,1Story,7,5,1996,1997,700,1840,GasA,Y,3,0,3,1,7,0,Attchd,Fin,3,786,2008,300000
13265,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,1218,1568,GasA,Y,2,0,3,1,7,2,Attchd,RFn,3,857,2008,271000
11050,Mitchel,Norm,1Fam,2Story,7,5,1996,1997,0,910,GasA,Y,2,1,3,1,8,1,Attchd,Unf,3,816,2008,213000
9880,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,522,1096,GasA,Y,1,0,3,1,6,1,Attchd,Fin,1,358,2008,171000
10125,Mitchel,Norm,1Fam,1Story,6,6,1977,1977,641,1196,GasA,Y,2,0,3,1,6,2,Detchd,Unf,2,473,2008,171500
10260,Mitchel,Norm,Duplex,2Story,5,4,1976,1976,0,0,GasA,Y,2,2,4,2,8,0,Attchd,Unf,2,484,2008,100000
9990,Mitchel,Norm,1Fam,1Story,4,5,1991,1991,1383,1680,GasA,Y,2,0,3,1,6,1,Attchd,Unf,2,432,2008,228500
164660,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,1249,1499,GasA,Y,2,0,3,1,7,2,Attchd,Fin,2,529,2008,228950
4084,Timber,Norm,TwnhsE,1Story,7,6,1986,1986,893,1277,GasA,Y,2,0,2,1,6,1,Attchd,Fin,2,512,2008,241500
15498,Timber,Norm,1Fam,1Story,8,6,1976,1976,1165,1565,GasA,Y,2,0,2,1,10,1,Attchd,Fin,2,665,2008,287000
11563,Timber,Norm,1Fam,1Story,8,5,2006,2007,1036,1518,GasA,Y,2,0,3,1,8,0,Attchd,Fin,3,788,2008,294000
9520,Timber,Norm,1Fam,1Story,8,5,2007,2008,1513,1638,GasA,Y,2,0,3,1,7,1,Attchd,RFn,3,800,2008,293077
12852,Timber,Norm,1Fam,2Story,8,5,2007,2007,770,920,GasA,Y,2,1,3,1,6,1,Attchd,Fin,2,612,2008,264966
9802,Timber,Norm,1Fam,SLvl,5,5,2006,2007,0,352,GasA,Y,2,1,3,1,6,0,BuiltIn,Fin,2,400,2008,172500
9735,Timber,Norm,1Fam,SLvl,5,5,2006,2007,0,384,GasA,Y,2,1,3,1,7,0,BuiltIn,Fin,2,400,2008,167500
12018,Timber,Norm,1Fam,2Story,7,5,2008,2008,0,796,GasA,Y,2,1,3,1,6,0,Attchd,Fin,3,666,2008,218689
12890,Timber,Norm,1Fam,1Story,6,5,1989,1989,0,1495,GasA,Y,2,0,3,1,8,1,Attchd,Unf,2,438,2008,150000
12416,Timber,Norm,1Fam,1Story,6,5,1986,1986,1398,1606,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,616,2008,184000
18265,Timber,Norm,1Fam,1Story,6,5,1986,1986,920,1256,GasA,Y,2,0,3,1,6,1,Attchd,Unf,2,578,2008,180000
10200,Timber,Norm,1Fam,SLvl,6,5,1988,1989,783,1461,GasA,Y,2,0,3,1,5,1,Attchd,RFn,2,600,2008,175000
11202,Timber,Norm,1Fam,1Story,8,5,2003,2003,1029,1432,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,467,2008,232500
7915,Timber,Norm,1Fam,1Story,6,5,1999,2000,1223,1666,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,435,2008,195000
12244,Timber,Norm,1Fam,2Story,8,5,2003,2003,871,1482,GasA,Y,2,1,4,1,10,2,Attchd,Fin,3,749,2008,305000
11449,Timber,Norm,1Fam,1Story,8,5,2007,2007,1011,1884,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,520,2008,298751
11447,Timber,Norm,1Fam,1Story,8,5,2005,2006,1571,1964,GasA,Y,2,1,3,1,7,1,Attchd,Fin,3,892,2008,370000
8940,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,1309,1344,GasA,Y,2,0,2,2,8,0,Attchd,Fin,4,784,2008,209200
7060,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,1309,1344,GasA,Y,2,0,2,2,8,0,Attchd,Fin,4,784,2008,206300
9278,Mitchel,Feedr,1Fam,1Story,5,5,2007,2008,0,1092,GasA,Y,1,0,2,1,5,0,NA,NA,0,0,2008,146000
4500,Mitchel,Norm,TwnhsE,1Story,6,5,1997,1997,864,1189,GasA,Y,2,0,2,1,4,0,Attchd,RFn,2,392,2008,160500
14137,Mitchel,Norm,1Fam,SFoyer,4,5,1964,1964,865,1200,GasA,Y,1,0,3,1,6,0,2Types,Fin,3,850,2008,173000
4224,MeadowV,Norm,TwnhsE,1Story,5,6,1975,1975,769,1040,GasA,Y,1,0,3,1,6,0,Attchd,Unf,2,499,2008,124000
2665,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,0,264,GasA,Y,1,1,3,1,4,1,BuiltIn,Fin,1,336,2008,115000
2665,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,318,550,GasA,Y,2,0,4,1,6,1,Attchd,Unf,1,336,2008,129500
1974,MeadowV,Norm,Twnhs,SFoyer,4,7,1973,2006,501,526,GasA,Y,1,0,2,1,5,0,BuiltIn,RFn,1,297,2008,105000
1596,MeadowV,Norm,Twnhs,SLvl,4,6,1973,1973,437,462,GasA,Y,1,0,1,1,4,1,BuiltIn,RFn,1,297,2008,94900
17979,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,785,1113,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,257,2008,152500
1477,MeadowV,Norm,Twnhs,2Story,6,9,1970,2007,358,546,GasA,Y,2,1,3,1,6,0,NA,NA,0,0,2008,98000
1890,MeadowV,Norm,Twnhs,SFoyer,4,7,1972,1972,495,630,GasA,Y,1,0,1,1,3,0,NA,NA,0,0,2008,81000
21750,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,0,988,GasA,Y,1,0,2,1,4,0,Attchd,RFn,2,520,2008,113000
6490,Mitchel,Norm,1Fam,1Story,5,7,1983,1983,534,816,GasA,Y,1,0,2,1,4,0,Attchd,Unf,1,264,2008,128500
